0;-39;7
0;-39;7
5;-48;6
7;-50;3
5;-47;2
3;-24;0
3;-24;0
0;-34;-4
0;-19;-7
3;-69;-4
9;-64;-2
10;-52;2
10;-52;2
2;-63;2
-1;-48;0
-1;-44;0
1;-37;1
1;-37;1
4;-24;3
10;-4;1
8;-4;-2
5;-10;-1
5;-19;2
5;-19;2
7;-23;2
2;-36;-2
-18;-70;-5
5;-8;6
5;-8;6
26;17;7
3;-68;-2
-15;-19;-4
2;-8;4
2;-8;4
22;-50;10
27;-55;7
14;-65;2
3;-77;1
2;-56;2
2;-56;2
3;-51;4
3;-58;5
3;-58;5
5;-47;5
5;-47;5
10;-34;4
6;-29;-1
12;-9;-3
12;-50;-2
17;-22;-2
17;-22;-2
7;-56;0
-2;-47;1
-5;-29;1
-4;-19;0
-4;-19;0
-1;-18;1
3;-19;4
6;-21;5
8;-31;4
8;-37;2
8;-37;2
6;-32;0
6;-28;1
6;-32;2
6;-30;1
6;-30;1
-4;-41;-6
-15;-55;0
21;56;10
24;4;4
24;4;4
-3;-53;-4
-18;-20;-1
8;-9;6
22;-23;9
18;-8;3
18;-8;3
4;-34;2
0;-11;4
4;13;7
6;8;8
6;8;8
8;7;7
11;10;3
14;15;0
15;2;-3
15;22;-5
15;22;-5
13;-4;-2
10;8;1
6;22;5
-4;7;7
-4;7;7
-9;29;5
-7;38;2
-3;31;1
-2;29;3
-2;29;3
-1;27;6
1;20;7
4;24;5
5;31;4
8;34;4
8;34;4
8;32;2
2;31;1
1;23;2
2;20;3
2;20;3
5;23;4
2;4;2
-9;-18;3
15;56;10
31;45;10
31;45;10
6;-22;-5
-13;16;-7
8;25;6
27;21;12
27;21;12
24;40;10
15;16;9
4;-3;9
2;7;9
3;13;6
3;13;6
5;10;4
4;12;3
-1;21;1
-3;4;-3
-3;4;-3
-3;14;-2
4;-16;0
1;-13;0
-1;-11;2
-1;-11;2
-8;-17;4
-11;-9;3
-10;-16;3
-7;-21;3
-2;-22;4
-2;-22;4
3;-27;4
8;-32;2
10;-41;1
10;-48;0
10;-48;0
3;-41;-1
0;-37;-1
0;-42;-1
4;-37;-1
6;-45;-3
6;-45;-3
-8;-64;-5
0;-24;2
21;10;6
8;-70;-5
8;-70;-5
-19;-49;-9
-8;-22;3
12;-36;7
16;-35;5
16;-35;5
15;1;4
10;-38;4
-1;-47;6
-4;-30;10
3;-22;9
3;-22;9
16;-26;5
18;-32;-1
15;-33;-7
6;-51;-10
6;-51;-10
10;-14;-9
8;-58;-9
7;-34;-9
0;-36;-6
-7;-35;-4
-7;-35;-4
-7;-28;-4
-10;-33;-2
-14;-26;1
-15;-16;2
-15;-16;2
-12;-18;1
-10;-32;5
-6;-47;12
5;-40;15
11;-32;12
11;-32;12
17;-23;5
24;-30;-2
28;-34;-7
23;-37;-11
23;-37;-11
-2;-59;-14
4;-25;-4
24;12;-2
4;-70;-9
4;-70;-9
-12;-29;-12
3;-18;-5
27;-41;-1
34;-46;-1
33;-26;-6
33;-26;-6
25;-47;-6
20;-56;-4
18;-61;-3
17;-68;-6
17;-68;-6
12;-77;-9
5;-67;-11
1;-48;-7
0;-57;-3
7;-26;-4
7;-26;-4
9;-53;-6
12;-42;-7
10;-39;-4
6;-51;-3
6;-51;-3
6;-41;-4
7;-36;-4
6;-28;-2
5;-21;1
1;-23;2
1;-23;2
0;-37;2
5;-47;0
4;-61;1
4;-47;1
4;-47;1
5;-35;1
8;-43;1
10;-43;0
8;-41;-3
8;-41;-3
-9;-51;-6
7;-7;5
26;27;7
3;-51;-3
-18;-17;-4
-18;-17;-4
-9;-5;5
12;-26;12
19;-32;11
12;-15;5
12;-15;5
2;-30;5
2;-24;8
7;-20;9
11;-26;8
13;-25;4
13;-25;4
13;-10;0
13;11;-1
10;2;-2
9;34;-4
9;34;-4
10;10;-3
14;31;-1
17;32;1
12;17;5
8;34;6
8;34;6
2;35;6
-1;37;4
-1;39;2
0;37;5
0;37;5
2;28;8
5;25;6
7;21;2
4;19;1
4;19;1
4;9;3
2;17;2
1;23;1
2;19;1
6;23;4
6;23;4
2;4;1
-13;-2;0
7;66;9
23;60;12
23;60;12
-2;-14;1
-13;15;-7
4;16;6
26;12;15
28;37;12
28;37;12
26;20;10
16;-12;7
9;1;6
7;7;4
7;7;4
7;7;3
8;6;2
5;9;2
3;18;0
1;0;-3
1;0;-3
4;12;-2
3;-22;0
2;0;2
0;-2;4
0;-2;4
-7;1;3
-7;-6;0
-8;-12;-1
-6;-16;1
-6;-16;1
-3;-16;4
0;-20;4
5;-25;3
8;-34;2
8;-38;1
8;-38;1
5;-38;0
2;-44;2
-1;-43;2
3;-41;2
3;-41;2
-4;-59;-3
-7;-49;1
18;-4;6
15;-53;0
-15;-87;-10
-15;-87;-10
-14;-45;1
12;-42;8
24;-56;7
23;-13;5
23;-13;5
18;-21;4
7;-55;4
0;-42;7
3;-34;7
8;-32;4
8;-32;4
11;-35;2
6;-35;0
1;-38;-2
-3;-36;-3
-3;-36;-3
8;-25;0
12;-47;3
15;-18;5
10;-26;6
10;-26;6
6;-8;3
3;4;2
-3;-3;3
-9;-4;5
-11;-7;7
-11;-7;7
-11;-18;8
-8;-22;9
-3;-25;6
-3;-28;2
-3;-28;2
-7;-23;-2
-6;-25;-1
-1;-40;-1
5;-45;0
-1;-57;-4
-1;-57;-4
-11;-57;1
9;3;14
14;-30;17
-6;-68;8
-6;-68;8
-11;-36;8
7;-57;14
20;-69;18
23;-33;17
19;-31;12
19;-31;12
13;-55;7
9;-47;4
3;-48;3
0;-44;1
0;-44;1
-3;-40;1
-5;-37;-1
0;-31;-4
2;-44;-8
2;-44;-8
10;-27;-8
8;-66;-6
10;-41;-3
7;-46;0
-1;-56;-2
-1;-56;-2
-6;-40;-2
-7;-40;0
-4;-41;4
-1;-41;8
-1;-41;8
1;-43;7
6;-45;4
11;-46;2
10;-48;4
12;-44;8
12;-44;8
17;-21;9
19;-27;2
19;-34;-5
10;-34;-8
10;-34;-8
-3;-41;-10
-16;-50;-5
12;5;6
27;0;2
27;0;2
2;-57;-9
-11;-8;-6
2;-20;4
16;-43;11
20;-36;8
20;-36;8
14;-34;3
8;-45;1
7;-40;2
7;-40;5
7;-40;5
8;-45;5
5;-42;4
6;-31;3
11;-8;1
10;-23;-2
10;-23;-2
14;6;-4
12;-30;-5
11;-5;-4
6;-5;0
6;-5;0
-1;-16;4
-2;-4;5
-1;-6;3
2;0;0
4;11;0
4;11;0
5;15;2
6;13;3
6;13;4
5;12;3
5;12;3
5;14;0
6;14;0
5;21;1
3;33;1
3;33;1
5;30;1
8;24;1
10;29;1
2;19;-4
-5;12;-2
-5;12;-2
19;81;6
18;35;5
-3;-10;-2
-11;21;-1
-11;21;-1
13;18;8
31;14;11
34;32;6
29;9;1
22;4;2
22;4;2
16;6;5
14;-7;6
13;5;4
11;15;2
11;15;2
9;22;1
10;21;1
6;8;-3
4;12;-3
4;12;-3
0;-21;-3
1;19;-2
-3;7;1
-9;16;3
-9;16;5
-9;16;5
-5;4;5
-1;6;4
2;7;3
4;0;1
4;0;1
6;12;1
7;2;2
6;-2;4
6;-9;5
6;-17;5
6;-17;5
0;-14;3
-5;-5;3
-4;-7;4
-1;-7;5
-1;-7;5
6;-11;4
2;-28;-2
-6;-34;1
16;-4;8
19;-45;4
19;-45;4
-7;-59;-7
-16;-38;1
10;-45;9
22;-58;10
22;-58;10
21;-22;7
16;-42;5
2;-65;5
-1;-48;6
-1;-48;6
3;-44;6
8;-48;3
7;-53;2
-3;-53;2
-4;-40;1
-4;-40;1
-6;-59;1
5;-35;3
11;-71;3
